ID,Property_Age,Location_Risk,Disaster_History,Construction_Type,Property_Value,Owner_Age,Insurance_Type,Past_Claims,Claim_Filed
3027,31,0,0,2,2331747,58,1,5,0
3028,60,1,0,0,3057827,64,2,4,0
3029,60,2,0,1,2545999,31,0,3,1
3030,19,1,1,0,1575579,80,1,2,0
3031,49,0,1,1,363193,36,1,4,0
3032,63,1,0,1,4569829,45,1,1,0
3033,83,0,0,0,615477,41,1,5,1
3034,22,2,1,2,4542342,67,0,5,1
3035,24,1,0,2,672678,58,0,5,0
3036,76,0,0,0,1422781,50,1,2,1
3037,30,0,0,2,2268393,29,1,5,1
3038,58,1,0,0,1985304,27,1,2,0
3039,31,0,0,0,3834551,24,1,5,0
3040,100,1,1,0,4097351,63,1,0,0
3041,64,0,1,1,2313774,75,1,5,1
3042,19,0,0,1,954452,79,2,0,0
3043,48,1,0,1,1543537,18,0,2,0
3044,45,2,0,2,3474883,32,1,4,0
3045,100,2,0,2,3287657,71,1,1,0
3046,94,0,0,1,553207,18,0,3,0
3047,55,0,0,2,1301660,62,1,0,0
3048,55,0,1,2,4303829,37,1,1,0
3049,97,1,1,0,4796133,72,0,5,1
3050,18,1,0,1,1209023,19,1,2,1
3051,63,2,0,1,2953752,20,1,1,1
3052,92,2,0,1,4165273,53,0,1,1
3053,47,0,1,1,1752730,33,1,5,0
3054,75,1,0,1,3193390,71,1,1,0
3055,57,2,0,1,4870418,46,0,2,0
3056,45,2,0,1,1354931,61,0,0,0
3057,33,0,1,1,1034577,74,1,3,0
3058,17,0,1,0,489893,53,1,4,0
3059,70,1,0,1,3802903,80,2,0,1
3060,4,0,1,1,2629305,71,0,3,0
3061,20,0,0,1,689333,61,0,2,0
3062,47,0,0,2,1777000,56,0,3,0
3063,91,1,1,1,3176159,69,1,2,1
3064,15,0,1,0,359797,71,1,3,1
3065,70,0,0,1,4080503,20,1,0,0
3066,47,0,0,2,4395641,54,1,5,0
3067,78,2,1,2,4747647,61,1,5,1
3068,75,2,1,1,414232,29,2,5,1
3069,9,1,1,0,302267,76,0,2,0
3070,90,1,0,1,276095,75,0,1,0
3071,16,2,1,1,1702517,37,0,5,1
3072,69,0,1,2,570832,40,0,2,0
3073,61,0,0,1,177512,39,2,2,0
3074,10,0,1,1,1781986,49,1,3,1
3075,50,0,0,1,3844893,24,1,2,1
3076,3,0,0,1,4872811,39,1,3,1
3077,77,2,0,2,3621372,61,0,0,0
3078,94,1,0,1,4479330,19,0,2,0
3079,70,1,0,2,650573,31,1,1,1
3080,81,2,1,1,4608758,72,1,1,0
3081,51,0,0,0,4929137,33,2,0,1
3082,19,0,0,1,3692586,41,1,5,0
3083,42,1,1,0,2852967,24,1,1,1
3084,35,1,0,0,4891771,21,0,3,1
3085,46,0,0,1,3897201,69,2,2,0
3086,26,1,0,2,3971244,77,0,4,0
3087,69,1,0,1,2992451,54,2,2,0
3088,93,1,0,0,3929735,63,1,2,0
3089,64,1,1,1,3163550,58,0,4,0
3090,37,0,0,1,3447435,22,1,5,0
3091,84,0,1,2,3390687,19,2,1,0
3092,49,1,0,1,4337618,22,1,1,0
3093,21,0,0,2,1327851,80,0,2,1
3094,74,2,0,0,4256437,78,0,1,0
3095,64,1,1,2,4294363,20,1,3,1
3096,5,0,0,2,4700193,59,0,3,0
3097,100,1,0,2,548567,25,1,4,1
3098,70,1,0,0,1236807,43,2,2,0
3099,90,0,0,1,1064947,27,2,5,0
3100,4,2,0,1,4127163,78,0,3,0
3101,39,2,0,0,1974356,51,1,0,1
3102,35,1,0,1,4569981,63,0,1,0
3103,1,0,1,2,3398716,76,1,5,0
3104,24,1,0,1,3689469,53,2,2,1
3105,57,1,0,2,2053368,70,1,3,0
3106,100,0,0,0,1943152,29,2,4,0
3107,70,0,0,2,3615450,37,2,3,0
3108,41,2,1,1,2963255,46,0,0,0
3109,54,0,0,1,3336773,31,1,3,0
3110,46,1,0,2,3174587,65,0,2,0
3111,60,1,1,0,3120093,22,1,4,0
3112,60,1,0,2,960717,75,0,4,0
3113,57,0,0,1,2940397,65,2,0,0
3114,31,2,0,0,2685193,44,1,2,1
3115,84,0,1,2,3120571,78,1,0,1
3116,24,1,1,1,2998287,21,1,0,0
3117,89,1,1,2,3202691,46,1,0,1
3118,36,1,0,1,4446854,20,1,3,1
3119,85,2,1,2,1370767,50,0,1,0
3120,30,1,0,1,3877793,47,1,3,1
3121,24,0,0,0,3544998,53,1,2,0
3122,30,2,1,1,4925208,26,1,5,1
3123,86,1,0,0,4519604,18,0,0,0
3124,92,0,0,1,2648616,65,0,0,0
3125,7,0,0,0,1443627,40,2,1,0
3126,35,2,0,0,2204796,20,0,4,0
3127,55,0,1,0,396727,49,1,0,0
3128,92,1,0,1,3300288,41,0,3,0
3129,14,1,0,1,1644397,23,0,0,0
3130,10,0,0,1,2081265,30,0,2,0
3131,80,1,1,0,2827029,66,1,1,0
3132,16,0,1,1,503662,32,2,5,0
3133,54,1,0,2,3155960,75,1,4,0
3134,95,1,1,1,3341101,70,1,5,0
3135,89,1,1,2,4804627,47,1,2,1
3136,77,1,0,1,151746,29,1,3,1
3137,70,2,0,2,3312651,78,2,5,0
3138,44,1,0,0,1619537,57,1,2,1
3139,73,0,1,0,3635182,76,1,5,1
3140,45,0,0,2,147114,80,1,0,0
3141,100,1,0,2,2819127,65,1,1,0
3142,56,2,0,0,1199850,52,1,0,0
3143,84,2,1,1,4051538,45,0,1,0
3144,82,2,0,1,4547120,77,0,3,1
3145,57,0,1,1,4563996,21,2,2,0
3146,21,1,1,2,4858213,24,2,5,1
3147,68,1,0,0,2970100,64,0,1,0
3148,50,0,0,1,357870,60,2,2,0
3149,33,0,0,0,2808341,33,1,5,0
3150,91,2,1,1,4934015,39,1,1,0
3151,7,0,0,0,1925401,80,0,0,0
3152,70,0,0,2,3136187,63,1,1,1
3153,15,0,0,1,1067051,72,0,1,1
3154,82,2,0,2,145738,62,1,4,0
3155,32,1,1,0,3486743,58,0,5,0
3156,75,1,0,0,1556548,42,1,5,0
3157,20,2,1,0,2945911,67,0,3,1
3158,88,0,0,1,4435422,20,0,5,0
3159,15,1,0,2,2496252,69,0,0,0
3160,48,0,1,1,3521758,39,0,0,0
3161,71,0,0,0,2563949,48,1,2,0
3162,21,2,1,0,270020,54,0,1,0
3163,42,1,0,0,892594,39,2,1,1
3164,26,0,0,2,4675263,44,1,5,1
3165,14,0,0,1,1259156,73,1,1,1
3166,57,1,1,2,419627,19,0,0,0
3167,37,0,1,1,1711321,39,1,4,0
3168,58,0,0,0,1757804,74,0,2,1
3169,21,0,0,0,3789692,70,1,1,0
3170,82,0,0,2,696721,34,1,4,0
3171,69,2,0,2,4676474,65,1,5,0
3172,3,0,1,1,4689084,78,1,3,0
3173,87,0,0,0,1656430,73,2,0,0
3174,90,1,1,0,376363,37,0,3,1
3175,37,2,0,0,1361625,41,0,0,1
3176,88,0,1,0,4707400,62,1,2,0
3177,49,0,0,0,3955382,48,2,5,0
3178,19,0,0,1,1112633,69,1,3,0
3179,89,1,1,0,1708766,60,0,2,0
3180,85,1,0,0,314579,25,1,2,1
3181,12,2,1,2,3254697,74,2,2,0
3182,61,2,1,1,3832821,70,0,3,1
3183,41,1,0,2,155818,22,0,3,0
3184,33,1,0,1,556667,19,2,3,1
3185,50,1,0,1,4822270,74,2,1,0
3186,68,0,0,0,864404,76,1,2,0
3187,71,2,0,1,2814495,21,2,5,0
3188,86,0,0,0,4934278,52,0,1,0
3189,33,0,0,0,2320591,51,1,0,0
3190,81,1,0,2,4232111,20,1,3,1
3191,24,0,0,1,1266765,65,1,5,0
3192,61,1,0,2,3906195,37,1,4,0
3193,61,1,0,1,3086216,26,2,0,0
3194,98,1,0,1,1710287,23,1,2,0
3195,28,2,0,1,4416612,75,0,2,1
3196,58,0,0,2,3353144,64,1,5,0
3197,43,1,0,1,4661756,22,1,1,0
3198,41,1,0,2,1575802,78,0,3,1
3199,39,1,1,0,451079,58,2,5,0
3200,86,1,0,2,4551876,73,0,3,0
3201,49,0,0,1,1413381,55,0,0,1
3202,17,1,1,0,1870012,52,1,5,1
3203,98,0,1,1,2612697,72,1,0,0
3204,70,2,0,1,2908572,48,1,0,0
3205,70,0,0,0,349246,30,1,4,0
3206,98,1,0,0,4235933,43,1,4,1
3207,65,0,0,1,2576227,39,0,2,1
3208,74,0,1,1,586370,49,0,2,0
3209,85,1,0,1,3812296,77,1,2,0
3210,5,2,1,0,1331793,32,1,5,1
3211,2,1,0,0,1261608,28,2,3,0
3212,22,2,1,2,4823801,79,1,2,0
3213,57,1,0,2,4879994,33,1,1,0
3214,66,1,0,1,107645,64,1,0,0
3215,74,0,0,2,1775322,73,0,5,1
3216,98,2,0,1,3768077,77,1,3,1
3217,16,0,0,0,4657417,23,1,4,0
3218,51,2,1,0,3689852,63,1,0,1
3219,39,2,0,2,2308527,28,0,2,0
3220,86,2,1,1,1506328,75,0,4,1
3221,76,1,0,2,3201727,69,0,4,0
3222,88,1,0,2,2294008,27,0,4,1
3223,40,1,1,1,586315,33,1,5,0
3224,38,0,0,0,1364146,29,2,0,0
3225,60,1,0,0,848785,24,1,3,1
3226,59,0,0,0,3590378,56,1,0,0
3227,10,1,0,0,2409701,44,1,1,1
3228,99,0,1,1,2981106,41,0,2,0
3229,64,0,0,0,2291716,67,0,5,0
3230,63,0,0,0,395596,32,0,3,1
3231,49,1,1,1,4251194,76,1,5,0
3232,64,1,0,1,889700,23,1,3,0
3233,32,0,0,1,2290754,79,2,2,0
3234,7,1,1,1,1182640,36,2,1,0
3235,21,0,0,1,789653,25,1,4,0
3236,20,1,1,2,3813058,69,1,2,0
3237,26,1,0,0,3384592,64,1,4,0
3238,68,1,1,0,278893,79,0,2,0
3239,86,1,1,2,4301724,53,2,0,1
3240,15,0,0,1,1842457,67,0,5,0
3241,85,1,0,2,1079455,30,1,1,0
3242,79,1,0,0,2966360,71,1,5,0
3243,86,1,1,2,1958026,71,1,1,0
3244,92,1,0,2,3308804,50,1,2,0
3245,14,0,0,1,3775124,49,2,1,0
3246,27,1,0,0,4102943,45,0,4,1
3247,40,1,1,2,4892529,57,0,1,1
3248,58,0,0,2,1034511,68,1,1,0
3249,28,0,0,2,1349452,66,0,5,0
3250,26,0,0,0,3736342,27,1,1,0
3251,63,2,0,2,2950506,50,1,3,0
3252,66,1,0,0,1558936,18,2,2,1
3253,25,0,0,0,3505559,38,1,0,0
3254,3,0,1,1,4950841,22,2,0,0
3255,72,1,1,0,3731426,18,1,3,0
3256,44,2,0,1,685240,70,2,5,0
3257,97,0,0,1,1550960,72,0,3,0
3258,42,0,0,0,753421,38,1,0,0
3259,99,2,0,1,4845625,42,2,4,1
3260,6,0,0,2,1160441,37,1,0,0
3261,39,0,0,0,3264664,62,2,0,1
3262,52,2,0,1,4896455,26,0,2,0
3263,23,1,1,1,3230826,33,2,0,0
3264,89,0,1,1,2478435,45,1,0,0
3265,50,0,0,0,3422072,57,0,1,0
3266,43,0,0,1,3116396,63,0,3,0
3267,19,0,1,0,1363692,78,0,0,1
3268,69,2,1,2,158788,66,2,0,0
3269,51,1,0,1,131611,78,1,4,1
3270,11,1,0,1,2923339,53,2,0,0
3271,12,2,0,1,786469,56,1,2,0
3272,74,1,0,1,1940255,66,2,5,0
3273,8,0,0,1,2906133,77,1,4,0
3274,24,1,0,1,2697517,41,0,0,0
3275,92,2,0,1,2087463,33,0,5,0
3276,41,2,0,0,3224693,31,2,2,0
3277,36,0,0,0,1436039,65,1,3,0
3278,85,1,1,1,4988998,76,0,0,0
3279,72,1,0,2,2808286,51,0,3,0
3280,55,2,0,0,3026105,41,0,0,1
3281,9,0,0,0,2524073,64,2,4,1
3282,47,1,0,0,2340361,28,1,4,0
3283,15,2,0,2,798996,62,1,5,1
3284,48,1,0,2,4702425,53,2,2,0
3285,82,1,0,1,558182,73,1,1,0
3286,42,0,0,2,1952710,18,2,5,0
3287,60,0,0,1,1996079,64,1,5,0
3288,84,0,1,2,4539919,29,2,2,0
3289,70,2,0,0,4433874,38,0,0,0
3290,12,0,0,0,177710,26,1,3,0
3291,2,1,0,1,1207032,56,1,3,0
3292,7,1,0,1,728568,20,0,0,0
3293,80,0,0,1,3106809,33,1,1,1
3294,3,1,0,1,3773927,21,1,1,0
3295,3,1,1,1,4474481,43,0,1,1
3296,27,2,1,0,173876,72,1,0,1
3297,40,1,0,0,2130402,63,2,4,0
3298,33,1,1,2,2364896,71,1,5,0
3299,92,0,0,2,297311,30,1,4,0
3300,1,2,1,2,2694142,78,0,0,0
3301,8,0,0,2,4562888,37,0,4,0
3302,32,1,0,1,1901409,36,1,1,0
3303,48,0,0,1,2340954,44,2,4,0
3304,4,2,0,0,3891273,19,2,0,0
3305,94,1,1,0,1289797,27,1,5,0
3306,70,1,1,0,4873606,77,1,4,0
3307,19,0,0,2,460039,42,1,4,0
3308,32,1,1,0,340416,36,1,4,0
3309,9,1,1,2,2852755,32,1,4,0
3310,12,1,0,1,4427790,56,1,5,0
3311,11,0,0,2,234928,64,0,0,0
3312,46,2,0,0,696087,66,2,2,0
3313,16,2,0,0,4768855,41,0,4,0
3314,1,0,0,2,2844066,33,1,2,0
3315,63,2,0,0,782742,34,2,5,1
3316,21,1,0,0,4786965,77,1,0,0
3317,30,1,0,0,2135742,33,0,3,0
3318,13,0,1,0,2544240,35,0,2,1
3319,34,1,0,0,2670767,66,1,0,1
3320,4,1,0,1,2875903,21,0,3,1
3321,28,1,0,1,2186767,19,1,4,0
3322,95,1,0,1,1632999,66,1,5,0
3323,59,1,0,0,990560,66,2,5,0
3324,27,1,0,2,1160673,48,0,0,0
3325,69,0,0,2,249911,19,1,1,1
3326,25,2,0,0,4797939,71,1,3,0
3327,3,1,0,1,4508686,19,1,1,0
3328,97,0,0,0,1972701,78,0,5,0
3329,68,0,0,2,414132,32,1,5,1
3330,25,1,0,2,4344073,78,1,4,0
3331,20,2,0,2,1800130,77,0,4,1
3332,34,0,0,0,1554260,77,2,2,0
3333,26,1,1,1,794385,65,2,5,1
3334,5,0,0,0,1276813,60,0,4,0
3335,99,1,1,1,2593533,46,1,2,1
3336,61,2,1,1,2405130,51,1,3,1
3337,92,1,0,0,1191827,57,0,1,1
3338,93,0,0,2,1458246,49,1,3,0
3339,9,1,0,1,4139702,38,2,1,0
3340,50,0,0,2,335368,47,1,0,0
3341,6,1,0,0,3798958,80,2,3,0
3342,83,1,0,2,2766457,41,1,0,0
3343,60,1,0,2,3306283,61,0,1,0
3344,44,0,0,2,4981873,31,0,5,0
3345,11,2,1,2,2067487,45,1,5,1
3346,66,1,0,2,4751601,31,1,2,0
3347,47,0,1,1,125976,73,0,3,0
3348,73,1,1,0,1190545,61,1,3,0
3349,85,1,1,1,2628693,51,2,2,0
3350,88,1,1,2,3785531,31,1,2,0
3351,98,1,0,2,3191986,72,0,4,0
3352,86,1,0,1,4168932,42,0,5,0
3353,3,0,0,0,1222239,29,2,4,0
3354,76,2,0,1,3036963,73,2,1,0
3355,92,1,1,2,4583839,78,1,5,1
3356,30,0,1,0,3239280,58,2,3,0
3357,90,1,0,1,2526377,78,0,2,1
3358,21,2,0,1,2941739,57,0,2,0
3359,28,2,0,0,2279206,37,0,5,0
3360,90,0,0,0,2914718,65,0,0,0
3361,62,0,0,1,2256637,59,2,4,0
3362,33,1,0,2,1691020,24,1,5,0
3363,85,0,1,0,4867908,32,0,5,1
3364,35,2,0,1,4387403,74,2,0,0
3365,52,0,1,2,1845515,26,2,2,0
3366,34,0,0,2,3449061,21,0,3,0
3367,41,1,1,2,2939730,48,1,3,1
3368,51,0,0,1,4125423,40,1,0,1
3369,47,1,1,2,355329,23,1,4,0
3370,82,1,0,0,4137278,45,1,1,1
3371,58,0,0,2,1207811,29,0,5,0
3372,75,0,0,1,3065305,64,1,3,0
3373,57,1,1,0,3675684,68,2,1,0
3374,23,0,0,1,1329202,75,2,5,0
3375,48,1,0,0,2859711,39,0,4,0
3376,22,1,0,2,3677976,41,0,0,1
3377,17,1,0,1,2882947,51,2,4,1
3378,69,2,1,1,3931208,80,1,2,1
3379,11,2,0,0,1876091,77,1,4,0
3380,94,2,0,0,102607,36,1,0,0
3381,15,0,1,2,4709546,41,1,0,0
3382,91,0,1,2,4573621,80,1,4,1
3383,35,0,1,2,2755702,37,1,5,1
3384,33,2,0,0,4215135,69,0,0,0
3385,84,2,0,0,2190507,51,2,2,0
3386,16,2,0,1,3817172,64,2,1,0
3387,34,0,1,1,303318,44,2,4,0
3388,66,2,0,0,4393428,75,2,0,0
3389,99,1,0,2,350898,61,1,5,0
3390,40,0,0,1,490999,46,0,5,0
3391,28,1,0,0,3176957,18,0,5,1
3392,47,0,1,1,479201,72,0,1,1
3393,39,1,0,1,164314,63,1,2,0
3394,70,0,0,2,1562241,53,1,4,0
3395,73,1,1,1,2552538,71,2,0,0
3396,20,1,0,1,4410455,73,1,1,1
3397,1,2,0,0,2575891,60,1,2,0
3398,72,1,1,2,602777,56,1,3,0
3399,87,1,1,2,1422557,62,0,0,1
3400,63,2,0,1,4842801,63,2,5,1
3401,67,2,0,0,4953629,24,1,5,1
3402,4,0,0,1,1915278,71,0,2,1
3403,58,1,1,1,3943364,60,2,1,0
3404,25,0,1,2,3491669,37,1,5,1
3405,47,0,0,2,4398608,37,1,4,0
3406,38,1,0,2,1869101,42,1,1,0
3407,15,2,0,0,2520840,60,1,5,0
3408,63,0,0,2,4946852,38,0,4,0
3409,21,2,0,1,3633406,26,2,2,0
3410,99,2,1,2,2290558,80,2,2,1
3411,57,2,0,1,2542205,44,1,1,0
3412,53,0,0,1,3602563,45,1,1,1
3413,46,2,0,1,4795741,42,2,4,0
3414,14,0,0,0,4284192,53,1,0,0
3415,100,1,0,1,4145118,51,2,1,0
3416,76,0,0,2,985442,19,1,5,0
3417,17,0,0,0,3268764,74,1,0,0
3418,39,1,0,0,1799859,26,1,0,1
3419,9,1,0,0,2524618,36,1,0,0
3420,99,0,1,1,579466,32,0,2,1
3421,77,0,0,2,4569341,70,1,2,0
3422,79,1,0,0,2695268,38,1,0,0
3423,82,0,1,0,976396,67,1,0,1
3424,97,2,0,2,4668690,33,0,2,0
3425,6,0,1,2,3942470,19,1,4,0
3426,91,0,0,0,4817757,43,1,5,0
3427,23,0,1,2,4906661,61,2,3,1
3428,59,1,1,1,2381929,46,2,1,0
3429,91,0,1,2,2272794,50,2,0,0
3430,98,0,0,1,618697,51,0,2,0
3431,46,2,0,2,4511306,63,2,0,1
3432,38,1,0,0,1491704,44,0,0,0
3433,14,0,0,0,301254,24,0,0,0
3434,100,1,1,1,1817644,66,0,0,0
3435,72,2,0,1,3429702,32,2,4,0
3436,62,0,0,2,2699951,34,0,1,0
3437,35,0,0,1,3682696,26,0,1,0
3438,19,1,0,0,4182875,30,0,2,0
3439,30,1,1,1,1757295,49,1,4,0
3440,78,1,1,1,3938490,19,2,4,0
3441,84,0,0,2,4179736,76,1,1,1
3442,25,0,0,1,1417488,49,1,2,0
3443,40,1,0,1,2664411,64,0,4,0
3444,88,0,0,2,251519,37,0,2,0
3445,14,1,1,2,3737701,60,0,1,0
3446,26,1,1,1,643406,36,1,0,0
3447,87,0,0,0,487695,63,1,5,1
3448,22,2,0,2,539815,44,0,5,0
3449,48,2,0,2,1870430,53,2,5,1
3450,83,1,0,2,3995942,76,2,4,1
3451,51,0,0,2,723354,47,0,2,0
3452,3,0,0,2,1207280,28,0,0,0
3453,42,1,0,2,4609935,33,1,1,0
3454,19,0,0,2,4145533,72,0,3,1
3455,73,2,0,0,2898977,43,1,5,0
3456,28,0,1,1,3727384,47,1,4,0
3457,84,1,1,1,118435,19,2,4,1
3458,45,0,0,1,2959204,51,1,2,0
3459,71,1,0,2,1605668,58,0,1,0
3460,78,0,0,2,3990815,39,0,5,0
3461,63,1,0,2,3711226,76,0,1,0
3462,73,0,0,2,3536356,48,1,4,0
3463,19,2,1,0,2629026,80,1,4,1
3464,47,0,0,2,1023557,72,2,5,0
3465,14,2,0,1,4683517,70,1,5,1
3466,38,2,0,1,3196711,78,1,2,0
3467,53,0,1,0,4685996,38,1,2,0
3468,61,1,1,2,548467,80,0,3,0
3469,36,0,0,1,1282193,53,2,0,1
3470,40,2,0,2,3504977,57,0,2,1
3471,81,1,0,1,1883919,40,0,0,0
3472,30,0,0,0,2992144,43,0,4,0
3473,9,0,0,1,759022,35,1,3,1
3474,64,0,0,1,3621913,32,2,3,0
3475,33,2,0,2,833951,51,0,3,0
3476,52,0,0,0,1974505,39,1,1,0
3477,89,1,0,2,4094272,45,0,5,1
3478,14,1,1,2,4102504,60,1,5,1
3479,75,2,0,2,1943056,66,1,4,0
3480,53,0,0,1,1810456,24,1,1,0
3481,99,1,0,2,1964484,80,1,1,1
3482,59,1,0,1,350565,57,2,3,0
3483,78,1,0,0,139887,79,1,1,0
3484,94,0,0,0,314089,59,1,4,0
3485,41,0,0,2,4768429,41,1,4,0
3486,68,0,0,0,341731,52,1,1,1
3487,68,1,0,1,2258207,30,0,5,0
3488,92,0,0,0,3401666,72,1,4,0
3489,8,1,1,0,1848585,66,0,5,0
3490,2,0,0,0,3648110,30,1,0,1
3491,86,2,0,2,2293431,48,1,1,1
3492,41,2,0,1,4507710,76,0,3,0
3493,55,1,1,2,3388769,36,1,3,1
3494,16,0,0,1,807240,46,2,4,0
3495,93,0,1,2,1221315,39,1,4,1
3496,62,0,1,1,425732,58,0,3,0
3497,48,0,0,1,1546433,38,2,0,0
3498,30,1,0,1,2145990,78,1,3,0
3499,12,1,0,1,1425266,33,0,1,0
3500,35,2,1,2,2080182,47,1,3,1
3501,11,0,0,1,1509615,22,1,2,1
3502,64,1,0,2,1640845,58,1,0,0
3503,50,1,0,2,3608395,77,1,0,0
3504,85,1,0,0,3125978,58,1,3,1
3505,21,0,0,1,2438201,23,1,2,0
3506,69,1,0,0,3090613,38,1,1,0
3507,48,1,0,1,481292,59,1,3,1
3508,20,1,0,1,1380522,67,2,1,0
3509,67,2,0,2,1476520,28,1,2,0
3510,44,0,1,0,4805803,41,1,3,0
3511,33,0,0,0,2606393,45,0,3,0
3512,73,1,1,0,2046661,73,0,1,0
3513,61,1,0,1,3886738,32,2,3,0
3514,9,0,0,2,3625762,56,0,2,0
3515,68,1,1,2,1386525,63,0,3,0
3516,35,2,0,2,1911598,57,1,4,0
3517,81,2,1,2,1083428,68,1,2,0
3518,98,0,1,1,1007317,64,1,0,1
3519,88,2,0,0,2002615,36,0,1,0
3520,96,1,0,0,2507032,67,0,5,1
3521,65,1,0,2,3013238,34,1,5,0
3522,8,1,0,2,2536681,20,1,2,0
3523,45,2,0,1,4739928,20,1,5,1
3524,87,1,0,1,3462739,56,1,0,0
3525,47,0,0,1,4432006,45,1,0,0
3526,40,1,0,2,2899999,48,0,2,0
3527,76,1,1,0,3576267,59,1,0,0
3528,54,0,1,2,1597763,74,0,0,1
3529,76,2,0,1,4362961,77,0,5,0
3530,46,1,1,0,4106812,66,1,4,1
3531,47,1,0,2,226162,64,0,3,0
3532,15,0,0,1,2488940,25,1,5,0
3533,19,1,0,2,582831,34,1,5,1
3534,26,0,0,2,3732807,52,1,4,1
3535,52,0,0,1,2693146,53,1,3,1
3536,93,1,1,2,1334217,44,2,0,0
3537,22,1,1,1,148519,57,1,3,0
3538,21,1,0,0,1177727,62,1,4,0
3539,51,0,1,2,2511065,50,2,1,0
3540,38,1,0,1,2085963,77,1,1,0
3541,20,0,0,0,844275,67,1,3,0
3542,29,2,1,2,124265,28,1,1,1
3543,51,1,0,1,4609192,38,1,2,0
3544,4,1,0,2,385800,23,2,1,0
3545,55,0,0,2,1682168,65,0,3,1
3546,71,0,0,1,448760,38,2,0,0
3547,92,2,0,1,2799421,78,1,4,0
3548,28,0,0,1,664602,68,2,1,0
3549,4,1,0,1,1957865,75,0,3,0
3550,22,1,0,2,2357118,72,2,4,0
3551,76,0,0,2,872497,45,0,2,0
3552,45,2,0,0,2104650,34,1,0,0
3553,67,1,1,1,1345728,35,1,5,0
3554,86,0,0,2,1187996,28,1,4,0
3555,66,0,0,1,221015,63,1,5,0
3556,88,0,0,2,1073714,61,0,4,1
3557,34,2,0,2,4846326,42,1,3,0
3558,91,1,0,1,2435257,47,0,2,0
3559,55,0,0,1,3312700,69,1,1,1
3560,1,0,1,2,1795639,73,1,2,0
3561,72,1,0,1,417957,42,0,0,0
3562,87,1,0,1,504223,24,1,5,1
3563,38,1,0,2,1307989,66,1,1,0
3564,6,0,0,2,3473350,54,0,5,1
3565,86,0,0,0,3740310,71,2,2,1
3566,25,1,0,0,3449887,63,1,0,0
3567,82,2,1,0,803791,44,0,4,1
3568,17,0,0,1,4921307,73,0,4,0
3569,61,1,1,1,1939849,43,1,5,0
3570,12,1,0,1,2106809,80,1,5,1
3571,6,1,0,0,3068231,30,0,4,0
3572,90,0,0,1,4633077,41,0,5,0
3573,27,2,0,1,2254956,78,1,4,0
3574,8,1,1,1,1563376,29,1,5,0
3575,83,1,0,1,611971,31,0,1,0
3576,65,0,0,0,1036865,74,1,5,0
3577,57,0,1,2,1145886,26,2,4,1
3578,93,0,1,0,966452,48,2,1,0
3579,99,1,1,1,3948959,21,2,1,0
3580,40,0,1,2,3900344,71,2,2,0
3581,14,1,0,1,3489784,36,0,4,0
3582,35,0,1,2,2735541,18,0,3,0
3583,48,1,0,0,2108854,46,1,5,0
3584,84,1,1,1,2954296,62,1,4,0
3585,56,0,1,1,4205933,23,2,3,0
3586,49,0,0,0,1161837,18,0,4,0
3587,13,0,1,1,1292857,42,1,1,1
3588,61,1,0,1,1701511,44,1,4,0
3589,49,1,0,1,541049,39,1,4,0
3590,46,0,0,2,649845,34,1,4,0
3591,62,1,1,0,1902470,76,0,4,1
3592,8,0,0,1,1143160,46,2,2,0
3593,43,0,0,1,756611,20,1,5,0
3594,20,0,0,1,3802604,34,1,2,1
3595,97,2,1,2,997422,19,0,1,1
3596,90,0,0,1,4061306,49,1,1,1
3597,39,0,1,0,4816425,39,0,3,0
3598,85,0,1,2,4787602,56,0,1,0
3599,49,0,0,2,4761108,50,0,2,0
3600,64,1,0,1,4785604,75,0,1,0
3601,62,0,1,1,4856230,70,1,3,1
3602,54,0,1,0,3117503,39,1,3,0
3603,9,1,1,0,1670291,64,2,2,0
3604,88,0,0,0,2807210,21,0,1,0
3605,37,1,1,1,4196620,55,0,5,0
3606,49,1,0,2,4203215,70,2,3,0
3607,41,0,0,1,3140732,30,0,1,0
3608,17,1,1,0,2621120,78,0,1,0
3609,88,0,0,0,3525582,76,0,5,0
3610,21,1,1,1,952089,40,2,2,0
3611,51,1,0,1,4213460,30,2,2,0
3612,59,0,1,1,3459902,37,1,1,1
3613,39,1,0,1,1260862,50,1,4,0
3614,55,2,0,1,592314,51,1,4,0
3615,41,2,1,0,339192,55,2,0,0
3616,39,1,0,0,3790671,79,0,0,1
3617,13,1,0,0,501699,46,2,0,0
3618,64,0,1,0,3212880,75,0,2,1
3619,11,0,0,0,3285822,78,1,1,0
3620,19,1,1,1,4466826,49,0,5,0
3621,11,0,0,2,1921432,28,1,5,0
3622,77,2,0,2,4974873,35,1,3,0
3623,46,0,1,1,1922123,62,1,1,0
3624,45,0,0,2,2880474,38,1,1,0
3625,1,0,0,0,4070914,29,1,0,0
3626,40,2,0,2,4920803,69,1,1,0
3627,19,1,1,1,2020396,56,0,5,0
3628,76,1,0,1,3710240,37,1,0,1
3629,72,0,0,1,3573898,24,0,1,0
3630,72,2,0,0,1549561,44,1,3,0
3631,61,0,0,2,2877846,73,1,4,0
3632,12,2,0,0,2098829,24,1,4,0
3633,61,1,0,1,2077715,19,1,2,0
3634,33,0,0,1,3572982,60,1,3,0
3635,45,1,0,0,2267957,50,1,5,0
3636,90,1,0,0,2198802,38,1,1,0
